BBC Top Stories	http://feeds.bbci.co.uk/news/rss.xml
BBC World News	http://feeds.bbci.co.uk/news/world/rss.xml
BBC UK News	http://feeds.bbci.co.uk/news/uk/rss.xml
Hacker News	https://news.ycombinator.com/rss
TIME.com Top Stories	http://feeds2.feedburner.com/time/topstories
TIME.com Most Read	http://feeds2.feedburner.com/time/mostviewed
